,tax_year,Loss and nil (number),Loss and nil(amount),"1 - 10,000 (number)","1 - 10,000 (amount)","10,000 - 15,000 (number)","10,000 - 15,000 (amount)","15,000 - 20,000 (number)","15,000 - 20,000 (amount)","20,000 - 25,000 (number)","20,000 - 25,000 (amount)","25,000 - 30,000 (number)","25,000 - 30,000 (amount)","30,000 - 35,000 (number)","30,000 - 35,000 (amount)","35,000 - 40,000 (number)","35,000 - 40,000 (amount)","30,000 - 40,000 (number)","30,000 - 40,000 (amount)","40,000 - 45,000 (number)","40,000 - 45,000 (amount)","45,000 - 50,000 (number)","45,000 - 50,000 (amount)","40,000 - 50,000 (number)","40,000 - 50,000 (amount)","50,000 - 60,000 (number)","50,000 - 60,000 (amount)","60,000 - 70,000 (number)","60,000 - 70,000 (amount)","70,000 - 80,000 (number)","70,000 - 80,000 (amount)","80,000 - 90,000 (number)","80,000 - 90,000 (amount)","90,000 - 100,000 (number)","90,000 - 100,000 (amount)","50,000 - 100,000 (number)","50,000 - 100,000 (amount)","100,000 - 150,000 (number)","100,000 - 150,000 (amount)","150,000 - 250,000 (number)","150,000 - 250,000 (amount)","250,000 and over (number)","250,000 and over (amount)","50,000 and over (number)","50,000 and over(amount)",Grand Total (number),Grand total (amount),item
0,2007.0,740.0,0.0,244510.0,0.0,757330.0,0.0,1224540.0,0.0,1524380.0,0.0,1480270.0,0.0,1531830.0,0.0,1443680.0,0.0,2975520.0,0.0,1238480.0,0.0,1066100.0,0.0,2304580.0,0.0,1648860.0,0.0,1213050.0,0.0,910430.0,0.0,636130.0,0.0,401600.0,0.0,4810070.0,0.0,802630.0,0.0,324360.0,0.0,189560.0,0.0,6126620.0,0.0,16638470.0,0.0,Number of Taxable Returns
1,2007.0,764660.0,0.0,3669570.0,0.0,1793510.0,0.0,1166160.0,0.0,324310.0,0.0,113100.0,0.0,53350.0,0.0,27800.0,0.0,81150.0,0.0,16190.0,0.0,8890.0,0.0,25070.0,0.0,11310.0,0.0,6070.0,0.0,1930.0,0.0,1360.0,0.0,750.0,0.0,21420.0,0.0,2080.0,0.0,770.0,0.0,320.0,0.0,24590.0,0.0,7962120.0,0.0,Number of Non-Taxable Returns
2,2007.0,765400.0,0.0,3914080.0,0.0,2550850.0,0.0,2390700.0,0.0,1848680.0,0.0,1593360.0,0.0,1585190.0,0.0,1471480.0,0.0,3056660.0,0.0,1254670.0,0.0,1074990.0,0.0,2329660.0,0.0,1660170.0,0.0,1219120.0,0.0,912360.0,0.0,637500.0,0.0,402350.0,0.0,4831490.0,0.0,804700.0,0.0,325140.0,0.0,189880.0,0.0,6151210.0,0.0,24600590.0,0.0,Total Number of Returns
3,2007.0,12360.0,121143.0,2039030.0,9235004.0,1208460.0,11836312.0,1167850.0,16326615.0,1113120.0,20303399.0,1076830.0,24576360.0,1135290.0,31516953.0,1091660.0,35372476.0,2226950.0,66889429.0,982450.0,36453317.0,861060.0,35992465.0,1843510.0,72445782.0,1376570.0,66883764.0,1043250.0,60481921.0,787400.0,52529320.0,557640.0,42261457.0,348390.0,29091553.0,4113240.0,251248015.0,680870.0,67996019.0,253700.0,34971969.0,140740.0,58185865.0,5188550.0,412401869.0,15876660.0,634135913.0,Employment Income
4,2007.0,240.0,607.0,41800.0,28589.0,34220.0,40476.0,32990.0,76171.0,30940.0,136106.0,30190.0,156522.0,31270.0,215484.0,31740.0,283368.0,63010.0,498851.0,26020.0,270343.0,23470.0,293232.0,49490.0,563576.0,38860.0,633040.0,32390.0,674588.0,24970.0,675581.0,18870.0,611934.0,15780.0,609289.0,130870.0,3204432.0,42440.0,2209780.0,22390.0,2029849.0,13060.0,4250984.0,208760.0,11695046.0,491630.0,13195943.0,Commissions (from Employment)
5,2007.0,1520.0,9355.0,150170.0,404395.0,101720.0,352679.0,107140.0,387059.0,115460.0,444181.0,134380.0,471935.0,163610.0,602900.0,156760.0,474332.0,320360.0,1077232.0,146680.0,449046.0,130610.0,399859.0,277290.0,848905.0,222410.0,708924.0,189270.0,527442.0,144250.0,450351.0,107280.0,382126.0,76520.0,318805.0,739730.0,2387650.0,161510.0,984537.0,67740.0,813993.0,40350.0,3231967.0,1009330.0,7418147.0,2217370.0,11413887.0,Other Employment Income
6,2007.0,2150.0,11226.0,184040.0,795692.0,696150.0,3337988.0,927150.0,5269543.0,530160.0,3044678.0,363660.0,2065774.0,328510.0,1872376.0,269160.0,1529895.0,597670.0,3402271.0,194950.0,1102401.0,149730.0,851381.0,344670.0,1953782.0,204730.0,1153311.0,133450.0,758569.0,93600.0,533577.0,59850.0,341568.0,37340.0,211212.0,528970.0,2998237.0,77320.0,434765.0,39740.0,220936.0,26450.0,144644.0,672490.0,3798583.0,4318140.0,23679537.0,Old Age Security Pension
7,2007.0,5480.0,24059.0,429070.0,1436745.0,722460.0,2813198.0,1017780.0,5735867.0,637880.0,4345093.0,467900.0,3306101.0,438030.0,3107272.0,370610.0,2634322.0,808640.0,5741595.0,278540.0,2012012.0,221400.0,1600977.0,499930.0,3612989.0,307740.0,2235019.0,197400.0,1433265.0,140370.0,1004310.0,88400.0,648835.0,55060.0,404812.0,788970.0,5726241.0,113130.0,829395.0,57720.0,427181.0,35660.0,276840.0,995490.0,7259657.0,5584610.0,34275303.0,CPP or QPP Benefits
8,2007.0,1180.0,6463.0,40460.0,116959.0,88240.0,332568.0,297310.0,1183372.0,351600.0,2364267.0,301720.0,3090898.0,304000.0,4104754.0,280060.0,4732383.0,584060.0,8837137.0,229980.0,4804503.0,187480.0,4451058.0,417460.0,9255561.0,266990.0,7227719.0,171670.0,5065900.0,124080.0,3941751.0,75420.0,2531510.0,49520.0,1729145.0,687670.0,20496024.0,99180.0,3770594.0,45890.0,2045319.0,19930.0,1354687.0,852680.0,27666624.0,2934710.0,52853848.0,Other Pensions or Superannuation
9,2007.0,8130.0,11520.0,514400.0,792124.0,179890.0,258477.0,141990.0,199055.0,129380.0,184413.0,109680.0,154709.0,101720.0,139875.0,86890.0,119275.0,188610.0,259149.0,62710.0,87455.0,53470.0,78182.0,116170.0,165636.0,68660.0,99629.0,40020.0,58645.0,26990.0,38646.0,15060.0,22734.0,8210.0,12034.0,158930.0,231688.0,12690.0,19358.0,3690.0,6126.0,1350.0,2173.0,176660.0,259345.0,1564920.0,2284429.0,Universal Child Care Benefit
