,tax_year,Loss and nil (number),Loss and nil(amount),"1 - 10,000 (number)","1 - 10,000 (amount)","10,000 - 15,000 (number)","10,000 - 15,000 (amount)","15,000 - 20,000 (number)","15,000 - 20,000 (amount)","20,000 - 25,000 (number)","20,000 - 25,000 (amount)","25,000 - 30,000 (number)","25,000 - 30,000 (amount)","30,000 - 35,000 (number)","30,000 - 35,000 (amount)","35,000 - 40,000 (number)","35,000 - 40,000 (amount)","30,000 - 40,000 (number)","30,000 - 40,000 (amount)","40,000 - 45,000 (number)","40,000 - 45,000 (amount)","45,000 - 50,000 (number)","45,000 - 50,000 (amount)","40,000 - 50,000 (number)","40,000 - 50,000 (amount)","50,000 - 60,000 (number)","50,000 - 60,000 (amount)","60,000 - 70,000 (number)","60,000 - 70,000 (amount)","70,000 - 80,000 (number)","70,000 - 80,000 (amount)","80,000 - 90,000 (number)","80,000 - 90,000 (amount)","90,000 - 100,000 (number)","90,000 - 100,000 (amount)","50,000 - 100,000 (number)","50,000 - 100,000 (amount)","100,000 - 150,000 (number)","100,000 - 150,000 (amount)","150,000 - 250,000 (number)","150,000 - 250,000 (amount)","250,000 and over (number)","250,000 and over (amount)","50,000 and over (number)","50,000 and over(amount)",Grand Total (number),Grand total (amount),item
0,2004.0,770.0,0.0,479800.0,0.0,1191780.0,0.0,1700200.0,0.0,1641960.0,0.0,1550620.0,0.0,1481960.0,0.0,1322330.0,0.0,2804300.0,0.0,1133640.0,0.0,945130.0,0.0,2078760.0,0.0,1435640.0,0.0,1031560.0,0.0,707170.0,0.0,426600.0,0.0,276940.0,0.0,3877910.0,0.0,519730.0,0.0,202690.0,0.0,124140.0,0.0,4724470.0,0.0,16172670.0,0.0,Number of taxable returns
1,2004.0,960320.0,0.0,3966970.0,0.0,1573900.0,0.0,603860.0,0.0,125310.0,0.0,51010.0,0.0,27750.0,0.0,17330.0,0.0,45080.0,0.0,9930.0,0.0,5080.0,0.0,15010.0,0.0,6660.0,0.0,2430.0,0.0,1540.0,0.0,770.0,0.0,330.0,0.0,11730.0,0.0,850.0,0.0,740.0,0.0,240.0,0.0,13560.0,0.0,7355010.0,0.0,Number of non-taxable returns
2,2004.0,961090.0,0.0,4446770.0,0.0,2765680.0,0.0,2304060.0,0.0,1767270.0,0.0,1601630.0,0.0,1509720.0,0.0,1339660.0,0.0,2849380.0,0.0,1143560.0,0.0,950210.0,0.0,2093770.0,0.0,1442310.0,0.0,1033990.0,0.0,708710.0,0.0,427380.0,0.0,277270.0,0.0,3889650.0,0.0,520570.0,0.0,203430.0,0.0,124380.0,0.0,4738020.0,0.0,23527680.0,0.0,Total number of returns
3,2004.0,14840.0,111884.0,2301890.0,10370804.0,1279230.0,12661523.0,1211100.0,17161767.0,1161680.0,21753459.0,1144090.0,26924234.0,1140260.0,32552555.0,1056010.0,35155513.0,2196260.0,67708068.0,927380.0,34984684.0,787380.0,33531632.0,1714760.0,68516316.0,1213260.0,60021745.0,901390.0,52956485.0,627710.0,42576769.0,376650.0,28672859.0,243030.0,20277998.0,3362040.0,204505857.0,440020.0,43686886.0,153610.0,21124672.0,90560.0,36910211.0,4046230.0,306227625.0,15070090.0,531435678.0,Employment income
4,2004.0,390.0,7389.0,49920.0,29040.0,32220.0,42565.0,29160.0,87118.0,31260.0,150056.0,30020.0,166497.0,28540.0,212113.0,26700.0,242963.0,55240.0,455076.0,26220.0,319413.0,21280.0,308998.0,47500.0,628411.0,36600.0,687823.0,25530.0,630178.0,21340.0,638013.0,15040.0,501902.0,12390.0,499094.0,110900.0,2957011.0,30680.0,1593520.0,15340.0,1423905.0,8520.0,2535784.0,165440.0,8510220.0,441140.0,10076370.0,Commissions (from employment)
5,2004.0,3290.0,15158.0,237090.0,636648.0,132790.0,503963.0,121990.0,475343.0,134680.0,513175.0,142310.0,517456.0,154210.0,504595.0,153930.0,489204.0,308140.0,993800.0,139380.0,445338.0,124330.0,398279.0,263720.0,843617.0,205390.0,619152.0,153300.0,528762.0,115400.0,473769.0,76980.0,351320.0,53310.0,283969.0,604380.0,2256971.0,112440.0,887258.0,45640.0,635235.0,29890.0,2304615.0,792350.0,6084079.0,2136360.0,10583238.0,Other employment income
6,2004.0,3470.0,16686.0,345110.0,1459830.0,912230.0,4488553.0,812050.0,4390858.0,427030.0,2301411.0,326070.0,1752139.0,253970.0,1364798.0,188390.0,1007882.0,442360.0,2372681.0,147340.0,788463.0,108970.0,581369.0,256310.0,1369832.0,159690.0,849321.0,95080.0,507527.0,56990.0,301908.0,32400.0,171333.0,20500.0,108269.0,364650.0,1938359.0,46400.0,243795.0,23080.0,118202.0,15650.0,80717.0,449780.0,2381072.0,3974410.0,20533062.0,Old Age Security pension
7,2004.0,6950.0,28925.0,586860.0,1893769.0,949530.0,3905483.0,914590.0,5556563.0,526750.0,3546684.0,415240.0,2927675.0,340720.0,2404627.0,263870.0,1870112.0,604590.0,4274738.0,212590.0,1482660.0,164510.0,1145628.0,377100.0,2628288.0,232910.0,1627387.0,139530.0,971635.0,83700.0,575635.0,47690.0,327663.0,30400.0,207109.0,534220.0,3709429.0,65410.0,460215.0,31710.0,223542.0,20470.0,153501.0,651800.0,4546686.0,5033400.0,29308812.0,CPP or QPP benefits
8,2004.0,870.0,7797.0,71020.0,196986.0,150320.0,507548.0,380040.0,1710290.0,343260.0,2611350.0,305670.0,3409381.0,269960.0,4093692.0,228630.0,4255662.0,498590.0,8349354.0,195110.0,4372026.0,151280.0,3839738.0,346390.0,8211764.0,216640.0,6038065.0,132370.0,4100096.0,77000.0,2455325.0,45170.0,1524340.0,30020.0,1025864.0,501190.0,15143691.0,62400.0,2331700.0,24560.0,1111784.0,11930.0,858387.0,600080.0,19445561.0,2696250.0,44450031.0,Other pensions or superannuation
9,2004.0,2360.0,9460.0,245550.0,846880.0,325840.0,1515804.0,358650.0,1997680.0,323690.0,1959908.0,284470.0,1777162.0,228410.0,1352934.0,167350.0,945677.0,395760.0,2298611.0,122160.0,670622.0,89210.0,475783.0,211370.0,1146405.0,107870.0,527737.0,57560.0,254120.0,30100.0,122740.0,15980.0,60075.0,7740.0,30654.0,219240.0,995325.0,9590.0,38337.0,1490.0,7459.0,460.0,3077.0,230780.0,1044197.0,2378460.0,12596107.0,Employment Insurance benefits
