,tax_year,Loss and nil (number),Loss and nil(amount),"1 - 10,000 (number)","1 - 10,000 (amount)","10,000 - 15,000 (number)","10,000 - 15,000 (amount)","15,000 - 20,000 (number)","15,000 - 20,000 (amount)","20,000 - 25,000 (number)","20,000 - 25,000 (amount)","25,000 - 30,000 (number)","25,000 - 30,000 (amount)","30,000 - 35,000 (number)","30,000 - 35,000 (amount)","35,000 - 40,000 (number)","35,000 - 40,000 (amount)","30,000 - 40,000 (number)","30,000 - 40,000 (amount)","40,000 - 45,000 (number)","40,000 - 45,000 (amount)","45,000 - 50,000 (number)","45,000 - 50,000 (amount)","40,000 - 50,000 (number)","40,000 - 50,000 (amount)","50,000 - 60,000 (number)","50,000 - 60,000 (amount)","60,000 - 70,000 (number)","60,000 - 70,000 (amount)","70,000 - 80,000 (number)","70,000 - 80,000 (amount)","80,000 - 90,000 (number)","80,000 - 90,000 (amount)","90,000 - 100,000 (number)","90,000 - 100,000 (amount)","50,000 - 100,000 (number)","50,000 - 100,000 (amount)","100,000 - 150,000 (number)","100,000 - 150,000 (amount)","150,000 - 250,000 (number)","150,000 - 250,000 (amount)","250,000 and over (number)","250,000 and over (amount)","50,000 and over (number)","50,000 and over(amount)",Grand Total (number),Grand total (amount),item
0,2005.0,1250.0,0.0,354080.0,0.0,1075140.0,0.0,1601250.0,0.0,1624890.0,0.0,1570830.0,0.0,1482240.0,0.0,1331290.0,0.0,2813530.0,0.0,1155110.0,0.0,977330.0,0.0,2132440.0,0.0,1500260.0,0.0,1078100.0,0.0,763100.0,0.0,491100.0,0.0,315990.0,0.0,4148540.0,0.0,599190.0,0.0,233070.0,0.0,143710.0,0.0,5124510.0,0.0,16297920.0,0.0,Number of taxable returns
1,2005.0,947870.0,0.0,3898190.0,0.0,1690160.0,0.0,747830.0,0.0,154690.0,0.0,61860.0,0.0,30680.0,0.0,19620.0,0.0,50290.0,0.0,10210.0,0.0,6110.0,0.0,16320.0,0.0,6330.0,0.0,3540.0,0.0,2000.0,0.0,1560.0,0.0,690.0,0.0,14120.0,0.0,1160.0,0.0,900.0,0.0,230.0,0.0,16410.0,0.0,7583620.0,0.0,Number of non-taxable returns
2,2005.0,949120.0,0.0,4252270.0,0.0,2765300.0,0.0,2349080.0,0.0,1779580.0,0.0,1632690.0,0.0,1512910.0,0.0,1350910.0,0.0,2863820.0,0.0,1165320.0,0.0,983440.0,0.0,2148760.0,0.0,1506590.0,0.0,1081630.0,0.0,765100.0,0.0,492650.0,0.0,316680.0,0.0,4162660.0,0.0,600350.0,0.0,233960.0,0.0,143950.0,0.0,5140920.0,0.0,23881540.0,0.0,Total number of returns
3,2005.0,13830.0,111609.0,2256910.0,10246032.0,1261590.0,12482256.0,1214310.0,17200773.0,1162370.0,21798371.0,1159350.0,27208726.0,1142620.0,32584513.0,1047250.0,34688343.0,2189860.0,67272856.0,929090.0,35268350.0,805930.0,34372623.0,1735010.0,69640973.0,1265780.0,62276193.0,930700.0,54394078.0,672260.0,45654003.0,434430.0,33153583.0,277230.0,23168082.0,3580400.0,218645941.0,509310.0,50633713.0,178950.0,24660230.0,105850.0,44169696.0,4374500.0,338109580.0,15367730.0,564071177.0,Employment income
4,2005.0,270.0,222.0,51170.0,49747.0,32420.0,53205.0,32350.0,81906.0,31710.0,118699.0,31020.0,162781.0,29640.0,202751.0,25780.0,235361.0,55420.0,438112.0,24140.0,259141.0,21200.0,333412.0,45340.0,592553.0,36670.0,653477.0,28440.0,679536.0,21270.0,618815.0,16640.0,585002.0,12830.0,488295.0,115850.0,3025124.0,33080.0,1739150.0,17340.0,1642231.0,10080.0,3174742.0,176350.0,9581247.0,456060.0,11078471.0,Commissions (from employment)
5,2005.0,3080.0,17121.0,211490.0,609969.0,121630.0,453817.0,112620.0,428617.0,125220.0,442442.0,136350.0,497870.0,150880.0,518209.0,146910.0,551694.0,297790.0,1069903.0,140280.0,449740.0,122960.0,338096.0,263240.0,787836.0,209730.0,637472.0,165610.0,572186.0,117960.0,428826.0,84540.0,345766.0,57740.0,302349.0,635570.0,2286599.0,124860.0,869720.0,50880.0,676436.0,33270.0,2585925.0,844580.0,6418680.0,2115980.0,10726254.0,Other employment income
6,2005.0,3270.0,16815.0,313430.0,1388573.0,892100.0,4386066.0,853090.0,4691730.0,438440.0,2409169.0,337380.0,1858828.0,254920.0,1397937.0,202740.0,1107116.0,457660.0,2505052.0,159000.0,863483.0,122640.0,663848.0,281640.0,1527330.0,168500.0,913504.0,110240.0,601319.0,64870.0,350560.0,40100.0,217886.0,25270.0,136334.0,408960.0,2219603.0,54740.0,294490.0,27170.0,144339.0,19100.0,100368.0,509970.0,2758800.0,4086970.0,21542363.0,Old Age Security pension
7,2005.0,6810.0,29987.0,567680.0,1763858.0,928910.0,3722343.0,956790.0,5795317.0,533710.0,3647992.0,432610.0,3067371.0,344150.0,2447880.0,286910.0,2042195.0,631060.0,4490075.0,225160.0,1615212.0,179610.0,1289178.0,404770.0,2904390.0,252100.0,1793217.0,159160.0,1112406.0,96750.0,681214.0,58840.0,422964.0,38090.0,263967.0,604940.0,4273768.0,76990.0,552542.0,37640.0,273032.0,25290.0,191209.0,744860.0,5290551.0,5207190.0,30711883.0,CPP or QPP benefits
8,2005.0,660.0,4596.0,70510.0,180788.0,138360.0,454626.0,364230.0,1565591.0,338190.0,2559431.0,310010.0,3342103.0,269710.0,4025511.0,240030.0,4464339.0,509740.0,8489850.0,202000.0,4520994.0,158330.0,3981185.0,360330.0,8502178.0,230290.0,6417733.0,150530.0,4645829.0,89410.0,2914789.0,53820.0,1824813.0,35370.0,1213042.0,559430.0,17016205.0,73330.0,2754361.0,30610.0,1352899.0,14640.0,977018.0,678000.0,22100482.0,2770020.0,47199645.0,Other pensions or superannuation
9,2005.0,2020.0,9574.0,221930.0,772822.0,310980.0,1538982.0,344060.0,1909711.0,308810.0,1891137.0,282860.0,1802560.0,217760.0,1296128.0,170630.0,963313.0,388390.0,2259441.0,118470.0,650854.0,86840.0,447319.0,205310.0,1098173.0,113800.0,577701.0,62910.0,299068.0,32650.0,137784.0,17680.0,70677.0,8770.0,33588.0,235800.0,1118818.0,11660.0,49019.0,1310.0,6033.0,470.0,3019.0,249240.0,1176889.0,2313590.0,12459291.0,Employment Insurance benefits
10,2005.0,8400.0,6259.0,230050.0,110091.0,182080.0,129356.0,229830.0,221727.0,221360.0,316149.0,220340.0,426408.0,222880.0,554310.0,221790.0,769138.0,444660.0,1323447.0,210490.0,757070.0,182770.0,678601.0,393270.0,1435671.0,315050.0,1289998.0,254240.0,1273661.0,197090.0,1066733.0,148630.0,922878.0,104570.0,839474.0,1019580.0,5392743.0,246220.0,2989720.0,123490.0,2777206.0,96240.0,8879571.0,1485530.0,20039241.0,3415510.0,24008349.0,Taxable amount of dividends
