,tax_year,Loss and nil (number),Loss and nil(amount),"1 - 10,000 (number)","1 - 10,000 (amount)","10,000 - 15,000 (number)","10,000 - 15,000 (amount)","15,000 - 20,000 (number)","15,000 - 20,000 (amount)","20,000 - 25,000 (number)","20,000 - 25,000 (amount)","25,000 - 30,000 (number)","25,000 - 30,000 (amount)","30,000 - 35,000 (number)","30,000 - 35,000 (amount)","35,000 - 40,000 (number)","35,000 - 40,000 (amount)","30,000 - 40,000 (number)","30,000 - 40,000 (amount)","40,000 - 45,000 (number)","40,000 - 45,000 (amount)","45,000 - 50,000 (number)","45,000 - 50,000 (amount)","40,000 - 50,000 (number)","40,000 - 50,000 (amount)","50,000 - 60,000 (number)","50,000 - 60,000 (amount)","60,000 - 70,000 (number)","60,000 - 70,000 (amount)","70,000 - 80,000 (number)","70,000 - 80,000 (amount)","80,000 - 90,000 (number)","80,000 - 90,000 (amount)","90,000 - 100,000 (number)","90,000 - 100,000 (amount)","50,000 - 100,000 (number)","50,000 - 100,000 (amount)","100,000 - 150,000 (number)","100,000 - 150,000 (amount)","150,000 - 250,000 (number)","150,000 - 250,000 (amount)","250,000 and over (number)","250,000 and over (amount)","50,000 and over (number)","50,000 and over(amount)",Grand Total (number),Grand total (amount),item
0,2006.0,960.0,0.0,304140.0,0.0,944830.0,0.0,1406630.0,0.0,1583390.0,0.0,1549640.0,0.0,1496890.0,0.0,1364760.0,0.0,2861650.0,0.0,1182410.0,0.0,999420.0,0.0,2181840.0,0.0,1553490.0,0.0,1143160.0,0.0,827440.0,0.0,541000.0,0.0,347470.0,0.0,4412560.0,0.0,687910.0,0.0,270370.0,0.0,167810.0,0.0,5538640.0,0.0,16371720.0,0.0,number of taxable returns
1,2006.0,802590.0,0.0,4230150.0,0.0,2633050.0,0.0,2381970.0,0.0,1793810.0,0.0,1624360.0,0.0,1533010.0,0.0,1385990.0,0.0,2919000.0,0.0,1194800.0,0.0,1005800.0,0.0,2200600.0,0.0,1561170.0,0.0,1146360.0,0.0,829140.0,0.0,541930.0,0.0,348480.0,0.0,4427090.0,0.0,689530.0,0.0,271490.0,0.0,168080.0,0.0,5556190.0,0.0,24141700.0,0.0,total number of returns
2,2006.0,13360.0,123647.0,2158460.0,9733109.0,1238780.0,12201656.0,1188710.0,16838273.0,1140650.0,21160974.0,1136560.0,26530975.0,1136480.0,32207927.0,1062160.0,35149032.0,2198640.0,67356959.0,945200.0,35853426.0,819590.0,34753203.0,1764780.0,70606629.0,1308500.0,64012806.0,985140.0,57393137.0,731260.0,49529903.0,477280.0,36410596.0,304530.0,25458031.0,3806700.0,232804473.0,585730.0,58327813.0,211480.0,28990934.0,123990.0,52400962.0,4727910.0,372524182.0,15567850.0,597076404.0,employment income
3,2006.0,220.0,1201.0,53680.0,42219.0,33190.0,44695.0,31370.0,85237.0,30690.0,130875.0,28570.0,162921.0,28620.0,168166.0,27900.0,223757.0,56520.0,391923.0,23380.0,250346.0,22430.0,297322.0,45800.0,547668.0,36610.0,647843.0,29030.0,665706.0,21580.0,611711.0,16480.0,541082.0,14030.0,565094.0,117720.0,3031435.0,36580.0,1879554.0,20120.0,1850563.0,11600.0,3693962.0,186020.0,10455514.0,466070.0,11862253.0,commissions (from employment)
4,2006.0,2440.0,7822.0,192660.0,555030.0,113880.0,435935.0,108190.0,392307.0,119370.0,445159.0,137310.0,469028.0,149350.0,502940.0,147390.0,483693.0,296740.0,986633.0,135920.0,412531.0,127770.0,370759.0,263690.0,783290.0,207650.0,624216.0,172730.0,522359.0,127380.0,362670.0,91990.0,353491.0,63450.0,282002.0,663200.0,2144739.0,137970.0,977181.0,56910.0,743394.0,37540.0,2865950.0,895620.0,6731264.0,2129890.0,10806468.0,other employment income
5,2006.0,3670.0,18617.0,272390.0,1224299.0,801180.0,3905647.0,912660.0,5134337.0,464470.0,2616161.0,354390.0,1989200.0,280620.0,1572817.0,222100.0,1242021.0,502720.0,2814838.0,167460.0,940244.0,128700.0,713277.0,296160.0,1653521.0,184680.0,1027160.0,119870.0,668534.0,70900.0,395564.0,45650.0,254932.0,29800.0,161987.0,450900.0,2508177.0,61870.0,342505.0,31900.0,173899.0,23130.0,124845.0,567790.0,3149427.0,4175420.0,22506047.0,old age security pension
6,2006.0,7890.0,28595.0,547460.0,1805727.0,840630.0,3390541.0,1016380.0,6059964.0,569960.0,3909699.0,453020.0,3235022.0,378230.0,2761126.0,310230.0,2251947.0,688460.0,5013073.0,240560.0,1736709.0,190180.0,1387691.0,430740.0,3124399.0,273820.0,1986380.0,177400.0,1263824.0,105110.0,749914.0,67060.0,485116.0,43950.0,306289.0,667330.0,4791523.0,89800.0,644842.0,45000.0,332492.0,30800.0,235935.0,832940.0,6004792.0,5387470.0,32571813.0,cpp or qpp benefits
7,2006.0,1220.0,14949.0,65920.0,172305.0,126200.0,432318.0,349070.0,1486865.0,350440.0,2573652.0,315300.0,3370171.0,288530.0,4136104.0,252030.0,4665621.0,540560.0,8801725.0,209120.0,4615338.0,168580.0,4121466.0,377700.0,8736804.0,241770.0,6720958.0,160060.0,4815152.0,94970.0,3105188.0,57200.0,1899248.0,39870.0,1352314.0,593860.0,17892860.0,81660.0,2979266.0,34470.0,1478903.0,17570.0,1181323.0,727550.0,23532353.0,2853950.0,49121142.0,other pensions or superannuation
8,2006.0,7160.0,5341.0,447320.0,363415.0,166950.0,125756.0,127170.0,93410.0,111980.0,82795.0,99850.0,72854.0,86260.0,63095.0,67170.0,50302.0,153430.0,113397.0,55640.0,40645.0,38690.0,29094.0,94320.0,69739.0,51600.0,38481.0,31280.0,23374.0,17280.0,12579.0,8530.0,6442.0,4470.0,3277.0,113160.0,84153.0,8180.0,6247.0,2130.0,1638.0,800.0,638.0,124270.0,92676.0,1332450.0,1019383.0,universal child care benefits
9,2006.0,2630.0,11625.0,192710.0,687894.0,271370.0,1313957.0,323210.0,1867572.0,306910.0,2013166.0,284520.0,1878886.0,234810.0,1495302.0,183680.0,1087384.0,418490.0,2582686.0,132230.0,742875.0,93150.0,539872.0,225380.0,1282747.0,129760.0,680441.0,72680.0,352960.0,41890.0,182810.0,22210.0,93589.0,11620.0,49069.0,278160.0,1358870.0,15370.0,69846.0,2430.0,13580.0,750.0,4832.0,296710.0,1447128.0,2321920.0,13085659.0,employment insurance benefits
